2024-01-17 14:28:05, 0 mm, 0 Hz
2024-01-24 11:11:24, 28.747544288635254 mm, 0.04666666666666667 Hz
2024-01-24 11:11:24, 28.74481439590454 mm, 0.04666666666666667 Hz
2024-01-24 11:11:24, 28.747341632843018 mm, 0.04666666666666667 Hz
2024-01-24 11:11:24, 28.664631843566895 mm, 0.04666666666666667 Hz
2024-01-24 11:11:24, 28.65001678466797 mm, 0.04666666666666667 Hz
2024-01-24 11:11:25, 28.637497425079346 mm, 0.04666666666666667 Hz
2024-01-24 11:11:25, 28.64983081817627 mm, 0.04666666666666667 Hz
2024-01-24 11:11:25, 28.633246421813965 mm, 0.04666666666666667 Hz
2024-01-24 11:11:25, 28.649873733520508 mm, 0.04666666666666667 Hz
2024-01-24 11:11:25, 28.67319345474243 mm, 0.04666666666666667 Hz
2024-01-24 11:11:25, 28.705732822418213 mm, 0.04666666666666667 Hz
2024-01-24 11:11:25, 28.658297061920166 mm, 0.04666666666666667 Hz
2024-01-24 11:11:25, 28.64368200302124 mm, 0.04666666666666667 Hz
2024-01-25 14:16:55, 0 mm, 0 Hz
2024-01-25 14:16:55, 0 mm, 0 Hz
2024-01-25 14:16:55, 0 mm, 0 Hz
2024-01-25 14:16:55, 0 mm, 0 Hz
2024-01-25 14:16:55, 0 mm, 0 Hz
2024-01-25 14:16:55, 0 mm, 0 Hz
2024-01-25 14:16:55, 0 mm, 0 Hz
2024-01-25 14:16:55, 0 mm, 0 Hz
2024-01-25 14:16:55, 0 mm, 0 Hz
2024-01-25 14:16:56, 0 mm, 0 Hz
2024-01-25 14:16:56, 0 mm, 0 Hz
2024-01-25 14:16:56, 0 mm, 0 Hz
2024-01-25 14:16:56, 0 mm, 0 Hz
2024-01-25 14:16:56, 0 mm, 0 Hz
2024-01-25 14:16:56, 0 mm, 0 Hz
2024-01-25 14:16:56, 0 mm, 0 Hz
2024-01-25 14:16:56, 0 mm, 0 Hz
2024-01-25 14:16:56, 0 mm, 0 Hz
2024-01-25 14:16:56, 0 mm, 0 Hz
2024-01-25 14:16:56, 0 mm, 0 Hz
2024-01-25 14:16:56, 0 mm, 0 Hz
2024-01-25 14:16:57, 0 mm, 0 Hz
2024-01-25 14:16:57, 0 mm, 0 Hz
2024-01-25 14:16:57, 0 mm, 0 Hz
2024-01-25 14:16:57, 0 mm, 0 Hz
2024-01-25 14:16:57, 0 mm, 0 Hz
2024-01-25 14:16:57, 0 mm, 0 Hz
2024-01-25 14:16:57, 0 mm, 0 Hz
2024-01-25 14:16:57, 0 mm, 0 Hz
2024-01-25 14:16:57, 0 mm, 0 Hz
2024-01-25 14:16:57, 0 mm, 0 Hz
2024-01-25 14:16:57, 0 mm, 0 Hz
2024-01-25 14:16:57, 0 mm, 0 Hz
2024-01-25 14:16:58, 0 mm, 0 Hz
2024-01-25 14:16:58, 0 mm, 0 Hz
2024-01-25 14:16:58, 0 mm, 0 Hz
2024-01-25 14:16:58, 0 mm, 0 Hz
2024-01-25 14:16:58, 0 mm, 0 Hz
2024-01-25 14:16:58, 0 mm, 0 Hz
2024-01-25 14:16:58, 0 mm, 0 Hz
2024-01-25 14:16:58, 0 mm, 0 Hz
2024-01-25 14:16:58, 0 mm, 0 Hz
2024-01-25 14:16:58, 0 mm, 0 Hz
2024-01-25 14:16:58, 0 mm, 0 Hz
2024-01-25 14:16:59, 0 mm, 0 Hz
2024-01-25 14:16:59, 0 mm, 0 Hz
2024-01-25 14:16:59, 0 mm, 0 Hz
2024-01-25 14:16:59, 0 mm, 0 Hz
2024-01-25 14:16:59, 0 mm, 0 Hz
2024-01-25 14:16:59, 0 mm, 0 Hz
2024-01-25 14:16:59, 0 mm, 0 Hz
2024-01-25 14:16:59, 0 mm, 0 Hz
2024-01-25 14:16:59, 0 mm, 0 Hz
2024-01-25 14:16:59, 0 mm, 0 Hz
2024-01-25 14:16:59, 0 mm, 0 Hz
2024-01-25 14:17:00, 0 mm, 0 Hz
2024-01-25 14:17:00, 0 mm, 0 Hz
2024-01-25 14:17:00, 0 mm, 0 Hz
2024-01-25 14:17:00, 0 mm, 0 Hz
2024-01-25 14:17:00, 0 mm, 0 Hz
2024-01-25 14:17:00, 0 mm, 0 Hz
2024-01-25 14:17:00, 0 mm, 0 Hz
2024-01-25 14:17:00, 0 mm, 0 Hz
2024-01-25 14:17:00, 0 mm, 0 Hz
2024-01-25 14:17:00, 0 mm, 0 Hz
2024-01-25 14:17:00, 0 mm, 0 Hz
2024-01-25 14:17:01, 0 mm, 0 Hz
2024-01-25 14:17:01, 0 mm, 0 Hz
2024-01-25 14:17:01, 0 mm, 0 Hz
2024-01-25 14:17:01, 0 mm, 0 Hz
2024-01-25 14:17:01, 0 mm, 0 Hz
2024-01-25 14:17:01, 0 mm, 0 Hz
2024-01-25 14:17:01, 0 mm, 0 Hz
2024-01-25 14:17:01, 0 mm, 0 Hz
2024-01-25 14:17:01, 0 mm, 0 Hz
2024-01-25 14:17:01, 0 mm, 0 Hz
2024-01-25 14:17:01, 0 mm, 0 Hz
2024-01-25 14:17:01, 0 mm, 0 Hz
2024-01-25 14:17:02, 0 mm, 0 Hz
2024-01-25 14:17:02, 0 mm, 0 Hz
2024-01-25 14:17:02, 0 mm, 0 Hz
2024-01-25 14:17:02, 0 mm, 0 Hz
2024-01-25 14:17:02, 0 mm, 0 Hz
2024-01-25 14:17:02, 0 mm, 0 Hz
2024-01-25 14:17:02, 0 mm, 0 Hz
2024-01-25 14:17:02, 0 mm, 0 Hz
2024-01-25 14:17:02, 0 mm, 0 Hz
2024-01-25 14:17:02, 0 mm, 0 Hz
2024-01-25 14:17:02, 0 mm, 0 Hz
2024-01-25 14:17:03, 0 mm, 0 Hz
2024-01-25 14:17:03, 0 mm, 0 Hz
2024-01-25 14:17:03, 0 mm, 0 Hz
2024-01-25 14:17:03, 0 mm, 0 Hz
2024-01-25 14:17:03, 0 mm, 0 Hz
2024-01-25 14:17:03, 0 mm, 0 Hz
2024-01-25 14:17:03, 0 mm, 0 Hz
2024-01-25 14:17:03, 0 mm, 0 Hz
2024-01-25 14:17:03, 0 mm, 0 Hz
2024-01-25 14:17:03, 0 mm, 0 Hz
2024-01-25 14:17:03, 0 mm, 0 Hz
2024-01-25 14:17:03, 0 mm, 0 Hz
2024-01-25 14:17:04, 0 mm, 0 Hz
2024-01-25 14:17:04, 0 mm, 0 Hz
2024-01-25 14:17:04, 0 mm, 0 Hz
2024-01-25 14:17:04, 0 mm, 0 Hz
2024-01-25 14:17:04, 0 mm, 0 Hz
2024-01-25 14:17:04, 0 mm, 0 Hz
2024-01-25 14:17:04, 0 mm, 0 Hz
2024-01-25 14:17:04, 0 mm, 0 Hz
2024-01-25 14:17:04, 0 mm, 0 Hz
2024-01-25 14:17:04, 0 mm, 0 Hz
2024-01-25 14:17:04, 0 mm, 0 Hz
2024-01-25 14:17:05, 0 mm, 0 Hz
2024-01-25 14:17:05, 0 mm, 0 Hz
2024-01-25 14:17:05, 0 mm, 0 Hz
2024-01-25 14:17:05, 0 mm, 0 Hz
2024-01-25 14:17:05, 0 mm, 0 Hz
2024-01-25 14:17:05, 0 mm, 0 Hz
2024-01-25 14:17:05, 0 mm, 0 Hz
2024-01-25 14:17:05, 0 mm, 0 Hz
2024-01-25 14:17:05, 0 mm, 0 Hz
2024-01-25 14:17:05, 0 mm, 0 Hz
2024-01-25 14:17:05, 0 mm, 0 Hz
2024-01-25 14:17:05, 0 mm, 0 Hz
2024-01-25 14:17:06, 0 mm, 0 Hz
2024-01-25 14:17:06, 0 mm, 0 Hz
2024-01-25 14:17:06, 0 mm, 0 Hz
2024-01-25 14:17:06, 0 mm, 0 Hz
2024-01-25 14:17:06, 0 mm, 0 Hz
2024-01-25 14:17:06, 0 mm, 0 Hz
2024-01-25 14:17:06, 0 mm, 0 Hz
2024-01-25 14:17:06, 0 mm, 0 Hz
2024-01-25 14:17:06, 0 mm, 0 Hz
2024-01-25 14:17:06, 0 mm, 0 Hz
2024-01-25 14:17:06, 0 mm, 0 Hz
2024-01-25 14:17:06, 0 mm, 0 Hz
2024-01-25 14:17:07, 0 mm, 0 Hz
2024-01-25 14:17:07, 0 mm, 0 Hz
2024-01-25 14:17:07, 0 mm, 0 Hz
2024-01-25 14:17:07, 0 mm, 0 Hz
2024-01-25 14:17:07, 0 mm, 0 Hz
2024-01-25 14:17:07, 0 mm, 0 Hz
2024-01-25 14:17:07, 0 mm, 0 Hz
2024-01-25 14:17:07, 0 mm, 0 Hz
2024-01-25 14:17:07, 0 mm, 0 Hz
2024-01-25 14:17:07, 0 mm, 0 Hz
2024-01-25 14:17:07, 0 mm, 0 Hz
2024-01-25 14:17:07, 0 mm, 0 Hz
2024-01-25 14:17:08, 0 mm, 0 Hz
2024-01-25 14:17:08, 0 mm, 0 Hz
2024-01-25 14:17:08, 0 mm, 0 Hz
2024-01-25 14:17:08, 0 mm, 0 Hz
2024-01-25 14:17:08, 0 mm, 0 Hz
2024-01-25 14:17:08, 0 mm, 0 Hz
2024-01-25 14:17:08, 0 mm, 0 Hz
2024-01-25 14:17:08, 0 mm, 0 Hz
2024-01-25 14:17:08, 0 mm, 0 Hz
2024-01-25 14:17:08, 0 mm, 0 Hz
2024-01-25 14:17:08, 0 mm, 0 Hz
2024-01-25 14:17:08, 0 mm, 0 Hz
2024-01-25 14:17:09, 0 mm, 0 Hz
2024-01-25 14:17:09, 0 mm, 0 Hz
2024-01-25 14:17:09, 0 mm, 0 Hz
2024-01-25 14:17:09, 0 mm, 0 Hz
2024-01-25 14:17:09, 0 mm, 0 Hz
2024-01-25 14:17:09, 0 mm, 0 Hz
2024-01-25 14:17:09, 0 mm, 0 Hz
2024-01-25 14:17:09, 0 mm, 0 Hz
2024-01-25 14:17:09, 0 mm, 0 Hz
2024-01-25 14:17:09, 0 mm, 0 Hz
2024-01-25 14:17:09, 0 mm, 0 Hz
2024-01-25 14:17:09, 0 mm, 0 Hz
2024-01-25 14:17:10, 0 mm, 0 Hz
2024-01-25 14:17:10, 0 mm, 0 Hz
2024-01-25 14:17:10, 0 mm, 0 Hz
2024-01-25 14:17:10, 0 mm, 0 Hz
2024-01-25 14:17:10, 0 mm, 0 Hz
2024-01-25 14:17:10, 0 mm, 0 Hz
2024-01-25 14:17:10, 0 mm, 0 Hz
2024-01-25 14:17:10, 0 mm, 0 Hz
2024-01-25 14:17:10, 0 mm, 0 Hz
2024-01-25 14:17:10, 0 mm, 0 Hz
2024-01-25 14:17:10, 0 mm, 0 Hz
2024-01-25 14:17:10, 0 mm, 0 Hz
2024-01-25 14:17:10, 0 mm, 0 Hz
2024-01-25 14:17:11, 0 mm, 0 Hz
2024-01-25 14:17:11, 0 mm, 0 Hz
2024-01-25 14:17:11, 0 mm, 0 Hz
2024-01-25 14:17:11, 0 mm, 0 Hz
2024-01-25 14:17:11, 0 mm, 0 Hz
2024-01-25 14:17:11, 0 mm, 0 Hz
2024-01-25 14:17:11, 0 mm, 0 Hz
2024-01-25 14:17:11, 0 mm, 0 Hz
2024-01-25 14:17:11, 0 mm, 0 Hz
2024-01-25 14:17:11, 0 mm, 0 Hz
2024-01-25 14:17:11, 0 mm, 0 Hz
2024-01-25 14:17:11, 0 mm, 0 Hz
2024-01-25 14:17:12, 0 mm, 0 Hz
2024-01-25 14:17:12, 0 mm, 0 Hz
2024-01-25 14:17:12, 0 mm, 0 Hz
2024-01-25 14:17:12, 0 mm, 0 Hz
2024-01-25 14:17:12, 0 mm, 0 Hz
2024-01-25 14:17:12, 0 mm, 0 Hz
2024-01-25 14:17:12, 0 mm, 0 Hz
2024-01-25 14:17:12, 0 mm, 0 Hz
2024-01-25 14:17:12, 0 mm, 0 Hz
2024-01-25 14:17:12, 0 mm, 0 Hz
2024-01-25 14:17:12, 0 mm, 0 Hz
2024-01-25 14:17:13, 0 mm, 0 Hz
2024-01-25 14:17:13, 0 mm, 0 Hz
2024-01-25 14:17:13, 0 mm, 0 Hz
2024-01-25 14:17:13, 0 mm, 0 Hz
2024-01-25 14:17:13, 0 mm, 0 Hz
2024-01-25 14:17:13, 0 mm, 0 Hz
2024-01-25 14:17:13, 0 mm, 0 Hz
2024-01-25 14:17:13, 0 mm, 0 Hz
2024-01-25 14:17:13, 0 mm, 0 Hz
2024-01-25 14:17:13, 0 mm, 0 Hz
2024-01-25 14:17:13, 0 mm, 0 Hz
2024-01-25 14:17:13, 0 mm, 0 Hz
2024-01-25 14:17:14, 0 mm, 0 Hz
2024-01-25 14:17:14, 0 mm, 0 Hz
2024-01-25 14:17:14, 0 mm, 0 Hz
2024-01-25 14:17:14, 0 mm, 0 Hz
2024-01-25 14:17:14, 0 mm, 0 Hz
2024-01-25 14:17:14, 0 mm, 0 Hz
2024-01-25 14:17:14, 0 mm, 0 Hz
2024-01-25 14:17:14, 0 mm, 0 Hz
2024-01-25 14:17:14, 0 mm, 0 Hz
2024-01-25 14:17:14, 0 mm, 0 Hz
2024-01-25 14:17:14, 0 mm, 0 Hz
2024-01-25 14:17:14, 0 mm, 0 Hz
2024-01-25 14:17:15, 0 mm, 0 Hz
2024-01-25 14:17:15, 0 mm, 0 Hz
2024-01-25 14:17:15, 0 mm, 0 Hz
2024-01-25 14:17:15, 0 mm, 0 Hz
2024-01-25 14:17:15, 0 mm, 0 Hz
2024-01-25 14:17:15, 0 mm, 0 Hz
2024-01-25 14:17:15, 0 mm, 0 Hz
2024-01-25 14:17:15, 0 mm, 0 Hz
2024-01-25 14:17:15, 0 mm, 0 Hz
2024-01-25 14:17:15, 0 mm, 0 Hz
2024-01-25 14:17:15, 0 mm, 0 Hz
2024-01-25 14:17:15, 0 mm, 0 Hz
2024-01-25 14:17:16, 0 mm, 0 Hz
2024-01-25 14:17:16, 0 mm, 0 Hz
2024-01-25 14:17:16, 0 mm, 0 Hz
2024-01-25 14:17:16, 0 mm, 0 Hz
2024-01-25 14:17:16, 0 mm, 0 Hz
2024-01-25 14:17:16, 0 mm, 0 Hz
2024-01-25 14:17:16, 0 mm, 0 Hz
2024-01-25 14:17:16, 0 mm, 0 Hz
2024-01-25 14:17:16, 0 mm, 0 Hz
2024-01-25 14:17:16, 0 mm, 0 Hz
2024-01-25 14:17:16, 0 mm, 0 Hz
2024-01-25 14:17:17, 0 mm, 0 Hz
2024-01-25 14:17:17, 0 mm, 0 Hz
2024-01-25 14:17:17, 0 mm, 0 Hz
2024-01-25 14:17:17, 0 mm, 0 Hz
2024-01-25 14:17:17, 0 mm, 0 Hz
2024-01-25 14:17:17, 0 mm, 0 Hz
2024-01-25 14:17:17, 0 mm, 0 Hz
2024-01-25 14:17:17, 0 mm, 0 Hz
2024-01-25 14:17:17, 0 mm, 0 Hz
2024-01-25 14:17:17, 0 mm, 0 Hz
2024-01-25 14:17:17, 0 mm, 0 Hz
2024-01-25 14:17:18, 0 mm, 0 Hz
2024-01-25 14:17:18, 0 mm, 0 Hz
2024-01-25 14:17:18, 0 mm, 0 Hz
2024-01-25 14:17:18, 0 mm, 0 Hz
2024-01-25 14:17:18, 0 mm, 0 Hz
2024-01-25 14:17:18, 0 mm, 0 Hz
2024-01-25 14:17:18, 0 mm, 0 Hz
2024-01-25 14:17:18, 0 mm, 0 Hz
2024-01-25 14:17:18, 0 mm, 0 Hz
2024-01-25 14:17:18, 0 mm, 0 Hz
2024-01-25 14:17:18, 0 mm, 0 Hz
2024-01-25 14:17:18, 0 mm, 0 Hz
2024-01-25 14:17:19, 0 mm, 0 Hz
2024-01-25 14:17:19, 0 mm, 0 Hz
2024-01-25 14:17:19, 0 mm, 0 Hz
2024-01-25 14:17:19, 0 mm, 0 Hz
2024-01-25 14:17:19, 0 mm, 0 Hz
2024-01-25 14:17:19, 0 mm, 0 Hz
2024-01-25 14:17:19, 0 mm, 0 Hz
2024-01-25 14:17:19, 0 mm, 0 Hz
2024-01-25 14:17:19, 0 mm, 0 Hz
2024-01-25 14:17:19, 0 mm, 0 Hz
2024-01-25 14:17:19, 0 mm, 0 Hz
2024-01-25 14:17:20, 0 mm, 0 Hz
2024-01-25 14:17:20, 0 mm, 0 Hz
2024-01-25 14:17:20, 0 mm, 0 Hz
2024-01-25 14:17:20, 0 mm, 0 Hz
2024-01-25 14:17:20, 0 mm, 0 Hz
2024-01-25 14:17:20, 0 mm, 0 Hz
2024-01-25 14:17:20, 0 mm, 0 Hz
2024-01-25 14:17:20, 0 mm, 0 Hz
2024-01-25 14:17:20, 0 mm, 0 Hz
2024-01-25 14:17:20, 0 mm, 0 Hz
2024-01-25 14:17:20, 0 mm, 0 Hz
2024-01-25 14:17:21, 33.856000900268555 mm, 0.09333333333333334 Hz
2024-01-25 14:17:21, 33.847429275512695 mm, 0.09333333333333334 Hz
2024-01-25 14:17:21, 33.86056423187256 mm, 0.09333333333333334 Hz
2024-01-25 14:17:21, 33.904340744018555 mm, 0.09333333333333334 Hz
2024-01-25 14:17:21, 33.97334861755371 mm, 0.09333333333333334 Hz
2024-01-25 14:17:21, 33.963337898254395 mm, 0.09333333333333334 Hz
2024-01-25 14:17:21, 33.94680690765381 mm, 0.09333333333333334 Hz
2024-01-25 14:17:21, 33.921220779418945 mm, 0.09333333333333334 Hz
2024-01-25 14:17:21, 33.91308403015137 mm, 0.09333333333333334 Hz
2024-01-25 14:17:21, 33.92365837097168 mm, 0.09333333333333334 Hz
2024-01-25 14:17:21, 33.87446880340576 mm, 0.09333333333333334 Hz
2024-01-25 14:17:21, 33.78980827331543 mm, 0.09333333333333334 Hz
2024-01-25 14:17:22, 33.79629421234131 mm, 0.09333333333333334 Hz
2024-01-25 14:17:22, 33.81081676483154 mm, 0.09333333333333334 Hz
2024-01-25 14:17:22, 33.80973529815674 mm, 0.09333333333333334 Hz
2024-01-25 14:17:22, 33.84514331817627 mm, 0.09333333333333334 Hz
2024-01-25 14:17:22, 33.830763816833496 mm, 0.09333333333333334 Hz
2024-01-25 14:17:22, 33.821176528930664 mm, 0.09333333333333334 Hz
2024-01-25 14:17:22, 33.78628063201904 mm, 0.09333333333333334 Hz
2024-01-25 14:17:22, 33.77533721923828 mm, 0.09333333333333334 Hz
2024-01-25 14:17:22, 33.74620056152344 mm, 0.09333333333333334 Hz
2024-01-25 14:17:22, 33.767455101013184 mm, 0.09333333333333334 Hz
2024-01-25 14:17:22, 33.781728744506836 mm, 0.09333333333333334 Hz
2024-01-25 14:17:22, 33.871599197387695 mm, 0.12000000000000001 Hz
2024-01-25 14:17:23, 33.91299819946289 mm, 0.12000000000000001 Hz
2024-01-25 14:17:23, 33.97685623168945 mm, 0.12000000000000001 Hz
2024-01-25 14:17:23, 34.00194454193115 mm, 0.12000000000000001 Hz
2024-01-25 14:17:23, 34.01011848449707 mm, 0.12000000000000001 Hz
2024-01-25 14:17:23, 33.97872734069824 mm, 0.12000000000000001 Hz
2024-01-25 14:17:23, 33.94881248474121 mm, 0.12000000000000001 Hz
2024-01-25 14:17:23, 33.98515605926514 mm, 0.12000000000000001 Hz
2024-01-25 14:17:23, 33.943084716796875 mm, 0.12000000000000001 Hz
2024-01-25 14:17:23, 33.8474178314209 mm, 0.09333333333333334 Hz
2024-01-25 14:17:23, 33.78503894805908 mm, 0.09333333333333334 Hz
2024-01-25 14:17:23, 33.81138896942139 mm, 0.09333333333333334 Hz
2024-01-25 14:17:23, 33.843295097351074 mm, 0.09333333333333334 Hz
2024-01-25 14:17:24, 33.917630195617676 mm, 0.09333333333333334 Hz
2024-01-25 14:17:24, 33.89411544799805 mm, 0.09333333333333334 Hz
2024-01-25 14:17:24, 33.87089824676514 mm, 0.09333333333333334 Hz
2024-01-25 14:17:24, 33.8366003036499 mm, 0.09333333333333334 Hz
2024-01-25 14:17:24, 33.809274673461914 mm, 0.09333333333333334 Hz
2024-01-25 14:17:24, 33.809414863586426 mm, 0.09333333333333334 Hz
2024-01-25 14:17:24, 33.81144905090332 mm, 0.09333333333333334 Hz
2024-01-25 14:17:24, 33.884199142456055 mm, 0.09333333333333334 Hz
2024-01-25 14:17:24, 33.95595073699951 mm, 0.09333333333333334 Hz
2024-01-25 14:17:24, 33.95775318145752 mm, 0.09333333333333334 Hz
2024-01-25 14:17:25, 33.95349597930908 mm, 0.09333333333333334 Hz
2024-01-25 14:17:25, 33.960768699645996 mm, 0.09333333333333334 Hz
2024-01-25 14:17:25, 33.893099784851074 mm, 0.09333333333333334 Hz
2024-01-25 14:17:25, 33.842010498046875 mm, 0.09333333333333334 Hz
2024-01-25 14:17:25, 33.779062271118164 mm, 0.03333333333333333 Hz
2024-01-25 14:17:25, 33.75771903991699 mm, 0.03333333333333333 Hz
2024-01-25 14:17:25, 33.76936054229736 mm, 0.03333333333333333 Hz
2024-01-25 14:17:25, 33.77710247039795 mm, 0.03333333333333333 Hz
2024-01-25 14:17:25, 33.80867099761963 mm, 0.03333333333333333 Hz
2024-01-25 14:17:25, 33.796268463134766 mm, 0.03333333333333333 Hz
2024-01-25 14:17:25, 33.78469276428223 mm, 0.19 Hz
2024-01-25 14:17:26, 33.7754602432251 mm, 0.19 Hz
2024-01-25 14:17:26, 33.69899940490723 mm, 0.19 Hz
2024-01-25 14:17:26, 33.66704177856445 mm, 0.12000000000000001 Hz
2024-01-25 14:17:26, 33.6172571182251 mm, 0.12000000000000001 Hz
2024-01-25 14:17:26, 33.59151649475098 mm, 0.12000000000000001 Hz
2024-01-25 14:17:26, 33.560394287109375 mm, 0.12000000000000001 Hz
2024-01-25 14:17:26, 33.57384395599365 mm, 0.12000000000000001 Hz
2024-01-25 14:17:26, 33.604305267333984 mm, 0.12000000000000001 Hz
2024-01-25 14:17:26, 33.584707260131836 mm, 0.12000000000000001 Hz
2024-01-25 14:17:26, 33.623748779296875 mm, 0.12000000000000001 Hz
2024-01-25 14:17:26, 33.6362943649292 mm, 0.12000000000000001 Hz
2024-01-25 14:17:27, 33.687246322631836 mm, 0.12000000000000001 Hz
2024-01-25 14:17:27, 33.752180099487305 mm, 0.19 Hz
2024-01-25 14:17:27, 33.721927642822266 mm, 0.07333333333333333 Hz
2024-01-25 14:17:27, 33.731781005859375 mm, 0.12000000000000001 Hz
2024-01-25 14:17:27, 33.7296724319458 mm, 0.12000000000000001 Hz
2024-01-25 14:17:27, 33.773966789245605 mm, 0.12000000000000001 Hz
2024-01-25 14:17:27, 33.77412128448486 mm, 0.12000000000000001 Hz
2024-01-25 14:17:27, 33.76755237579346 mm, 0.12000000000000001 Hz
2024-01-25 14:17:27, 33.75236892700195 mm, 0.12000000000000001 Hz
2024-01-25 14:17:27, 33.76619338989258 mm, 0.12000000000000001 Hz
2024-01-25 14:17:27, 33.85572624206543 mm, 0.07333333333333333 Hz
2024-01-25 14:17:27, 33.806344985961914 mm, 0.12000000000000001 Hz
2024-01-25 14:17:28, 33.71041488647461 mm, 0.04666666666666667 Hz
2024-01-25 14:17:28, 33.67442321777344 mm, 0.04666666666666667 Hz
2024-01-25 14:17:28, 33.630191802978516 mm, 0.04666666666666667 Hz
2024-01-25 14:17:28, 33.619943618774414 mm, 0.04666666666666667 Hz
2024-01-25 14:17:28, 33.551791191101074 mm, 0.04666666666666667 Hz
2024-01-25 14:17:28, 33.55664920806885 mm, 0.04666666666666667 Hz
2024-01-25 14:17:28, 33.601378440856934 mm, 0.04666666666666667 Hz
2024-01-25 14:17:28, 33.601630210876465 mm, 0.04666666666666667 Hz
2024-01-25 14:17:28, 33.59297275543213 mm, 0.04666666666666667 Hz
2024-01-25 14:17:28, 33.605732917785645 mm, 0.04666666666666667 Hz
2024-01-25 14:17:28, 33.64327812194824 mm, 0.04666666666666667 Hz
2024-01-25 14:17:28, 33.654579162597656 mm, 0.04666666666666667 Hz
2024-01-25 14:17:28, 33.58001518249512 mm, 0.04666666666666667 Hz
2024-01-25 14:17:29, 33.533935546875 mm, 0.04666666666666667 Hz
2024-01-25 14:17:29, 33.533955574035645 mm, 0.04666666666666667 Hz
2024-01-25 14:17:29, 33.54221820831299 mm, 0.04666666666666667 Hz
2024-01-25 14:17:29, 33.53939437866211 mm, 0.04666666666666667 Hz
2024-01-25 14:17:29, 33.558706283569336 mm, 0.04666666666666667 Hz
2024-01-25 14:17:29, 33.56282329559326 mm, 0.04666666666666667 Hz
2024-01-25 14:17:29, 33.612030029296875 mm, 0.04666666666666667 Hz
2024-01-25 14:17:29, 33.61332893371582 mm, 0.04666666666666667 Hz
2024-01-25 14:17:29, 33.57285690307617 mm, 0.04666666666666667 Hz
2024-01-25 14:17:29, 33.62485313415527 mm, 0.04666666666666667 Hz
2024-01-25 14:17:29, 33.58850955963135 mm, 0.04666666666666667 Hz
2024-01-25 14:17:30, 33.577457427978516 mm, 0.04666666666666667 Hz
2024-01-25 14:17:30, 33.57113170623779 mm, 0.04666666666666667 Hz
2024-01-25 14:17:30, 33.525238037109375 mm, 0.04666666666666667 Hz
2024-01-25 14:17:30, 33.55825138092041 mm, 0.04666666666666667 Hz
2024-01-25 14:17:30, 33.61244201660156 mm, 0.04666666666666667 Hz
2024-01-25 14:17:30, 33.66606616973877 mm, 0.04666666666666667 Hz
2024-01-25 14:17:30, 33.71835994720459 mm, 0.04666666666666667 Hz
2024-01-25 14:17:30, 33.81447887420654 mm, 0.04666666666666667 Hz
2024-01-25 14:17:30, 33.890865325927734 mm, 0.04666666666666667 Hz
2024-01-25 14:17:30, 33.850327491760254 mm, 0.04666666666666667 Hz
2024-01-25 14:17:30, 33.79733848571777 mm, 0.04666666666666667 Hz
2024-01-25 14:17:30, 33.743831634521484 mm, 0.04666666666666667 Hz
2024-01-25 14:17:31, 33.68687152862549 mm, 0.04666666666666667 Hz
2024-01-25 14:17:31, 33.6765832901001 mm, 0.04666666666666667 Hz
2024-01-25 14:17:31, 33.672597885131836 mm, 0.04666666666666667 Hz
2024-01-25 14:17:31, 33.726073265075684 mm, 0.04666666666666667 Hz
2024-01-25 14:17:31, 33.71286678314209 mm, 0.04666666666666667 Hz
2024-01-25 14:17:31, 33.75908946990967 mm, 0.04666666666666667 Hz
2024-01-25 14:17:31, 33.77870178222656 mm, 0.04666666666666667 Hz
2024-01-25 14:17:31, 33.74448108673096 mm, 0.04666666666666667 Hz
2024-01-25 14:17:31, 33.7022180557251 mm, 0.04666666666666667 Hz
2024-01-25 14:17:31, 33.76758098602295 mm, 0.04666666666666667 Hz
2024-01-25 14:17:31, 33.79256057739258 mm, 0.13333333333333333 Hz
2024-01-25 14:17:31, 33.757530212402344 mm, 0.04666666666666667 Hz
2024-01-25 14:17:31, 33.76281452178955 mm, 0.04666666666666667 Hz
2024-01-25 14:17:32, 33.80983257293701 mm, 0.04666666666666667 Hz
2024-01-25 14:17:32, 33.88234233856201 mm, 0.04666666666666667 Hz
2024-01-25 14:17:32, 33.9494104385376 mm, 0.04666666666666667 Hz
2024-01-25 14:17:32, 33.926968574523926 mm, 0.04666666666666667 Hz
2024-01-25 14:17:32, 33.929677963256836 mm, 0.04666666666666667 Hz
2024-01-25 14:17:32, 33.87601661682129 mm, 0.04666666666666667 Hz
2024-01-25 14:17:32, 33.883028984069824 mm, 0.04666666666666667 Hz
2024-01-25 14:17:32, 33.87838268280029 mm, 0.04666666666666667 Hz
2024-01-25 14:17:32, 33.850436210632324 mm, 0.04666666666666667 Hz
2024-01-25 14:17:32, 33.889695167541504 mm, 0.04666666666666667 Hz
2024-01-25 14:17:32, 33.84701442718506 mm, 0.04666666666666667 Hz
2024-01-25 14:17:32, 33.8800106048584 mm, 0.04666666666666667 Hz
2024-01-25 14:17:33, 33.947144508361816 mm, 0.030000000000000002 Hz
2024-01-25 14:17:33, 33.910789489746094 mm, 0.04666666666666667 Hz
2024-01-25 14:17:33, 33.95460033416748 mm, 0.030000000000000002 Hz
2024-01-25 14:17:33, 33.95902347564697 mm, 0.030000000000000002 Hz
